"","year","offense_name","value","region","short_name","Type","percent_change","crime_type"
"4941",2013,"yearly__tot_clr_gun_robbery",31,"bucks_county","gun robbery","Cleared Cases",181.818181818182,"violent"
"4951",2014,"yearly__tot_clr_gun_robbery",11,"bucks_county","gun robbery","Cleared Cases",0,"violent"
"5051",2009,"yearly__tot_clr_knife_robry",3,"bucks_county","knife robbery","Cleared Cases",0,"violent"
"5061",2010,"yearly__tot_clr_knife_robry",9,"bucks_county","knife robbery","Cleared Cases",200,"violent"
"5071",2011,"yearly__tot_clr_knife_robry",10,"bucks_county","knife robbery","Cleared Cases",233.333333333333,"violent"
"5081",2012,"yearly__tot_clr_knife_robry",6,"bucks_county","knife robbery","Cleared Cases",100,"violent"
"5091",2013,"yearly__tot_clr_knife_robry",9,"bucks_county","knife robbery","Cleared Cases",200,"violent"
"5101",2014,"yearly__tot_clr_knife_robry",3,"bucks_county","knife robbery","Cleared Cases",0,"violent"
"5201",2009,"yearly__tot_clr_oth_wpn_rob",11,"bucks_county","other weapon robbery","Cleared Cases",0,"violent"
"5211",2010,"yearly__tot_clr_oth_wpn_rob",3,"bucks_county","other weapon robbery","Cleared Cases",-72.7272727272727,"violent"
"5221",2011,"yearly__tot_clr_oth_wpn_rob",6,"bucks_county","other weapon robbery","Cleared Cases",-45.4545454545455,"violent"
"5231",2012,"yearly__tot_clr_oth_wpn_rob",5,"bucks_county","other weapon robbery","Cleared Cases",-54.5454545454545,"violent"
"5241",2013,"yearly__tot_clr_oth_wpn_rob",3,"bucks_county","other weapon robbery","Cleared Cases",-72.7272727272727,"violent"
"5251",2014,"yearly__tot_clr_oth_wpn_rob",0,"bucks_county","other weapon robbery","Cleared Cases",-100,"violent"
"5351",2009,"yearly__tot_clr_str_arm_rob",36,"bucks_county","Strong Arm robbery","Cleared Cases",0,"violent"
"5361",2010,"yearly__tot_clr_str_arm_rob",39,"bucks_county","Strong Arm robbery","Cleared Cases",8.33333333333333,"violent"
"5371",2011,"yearly__tot_clr_str_arm_rob",19,"bucks_county","Strong Arm robbery","Cleared Cases",-47.2222222222222,"violent"
"5381",2012,"yearly__tot_clr_str_arm_rob",19,"bucks_county","Strong Arm robbery","Cleared Cases",-47.2222222222222,"violent"
"5391",2013,"yearly__tot_clr_str_arm_rob",26,"bucks_county","Strong Arm robbery","Cleared Cases",-27.7777777777778,"violent"
"5401",2014,"yearly__tot_clr_str_arm_rob",21,"bucks_county","Strong Arm robbery","Cleared Cases",-41.6666666666667,"violent"
"5501",2009,"yearly_tot_clr_asslt__total",891,"bucks_county","total assault","Cleared Cases",0,"violent"
"5511",2010,"yearly_tot_clr_asslt__total",838,"bucks_county","total assault","Cleared Cases",-5.94837261503928,"violent"
"5521",2011,"yearly_tot_clr_asslt__total",771,"bucks_county","total assault","Cleared Cases",-13.4680134680135,"violent"
"5531",2012,"yearly_tot_clr_asslt__total",783,"bucks_county","total assault","Cleared Cases",-12.1212121212121,"violent"
"5541",2013,"yearly_tot_clr_asslt__total",678,"bucks_county","total assault","Cleared Cases",-23.9057239057239,"violent"
"5551",2014,"yearly_tot_clr_asslt__total",808,"bucks_county","total assault","Cleared Cases",-9.31537598204265,"violent"
"5651",2009,"yearly__tot_clr_gun_assault",16,"bucks_county","gun assault","Cleared Cases",0,"violent"
"5661",2010,"yearly__tot_clr_gun_assault",12,"bucks_county","gun assault","Cleared Cases",-25,"violent"
"5671",2011,"yearly__tot_clr_gun_assault",25,"bucks_county","gun assault","Cleared Cases",56.25,"violent"
"5681",2012,"yearly__tot_clr_gun_assault",36,"bucks_county","gun assault","Cleared Cases",125,"violent"
"5691",2013,"yearly__tot_clr_gun_assault",18,"bucks_county","gun assault","Cleared Cases",12.5,"violent"
"5701",2014,"yearly__tot_clr_gun_assault",17,"bucks_county","gun assault","Cleared Cases",6.25,"violent"
"5801",2009,"yearly__tot_clr_knife_asslt",31,"bucks_county","knife assault","Cleared Cases",0,"violent"
"5811",2010,"yearly__tot_clr_knife_asslt",16,"bucks_county","knife assault","Cleared Cases",-48.3870967741936,"violent"
"5821",2011,"yearly__tot_clr_knife_asslt",17,"bucks_county","knife assault","Cleared Cases",-45.1612903225806,"violent"
"5831",2012,"yearly__tot_clr_knife_asslt",17,"bucks_county","knife assault","Cleared Cases",-45.1612903225806,"violent"
"5841",2013,"yearly__tot_clr_knife_asslt",15,"bucks_county","knife assault","Cleared Cases",-51.6129032258064,"violent"
"5851",2014,"yearly__tot_clr_knife_asslt",13,"bucks_county","knife assault","Cleared Cases",-58.0645161290322,"violent"
"5951",2009,"yearly__tot_clr_oth_wpn_aslt",40,"bucks_county","other weapon assault","Cleared Cases",0,"violent"
"5961",2010,"yearly__tot_clr_oth_wpn_aslt",25,"bucks_county","other weapon assault","Cleared Cases",-37.5,"violent"
"5971",2011,"yearly__tot_clr_oth_wpn_aslt",52,"bucks_county","other weapon assault","Cleared Cases",30,"violent"
"5981",2012,"yearly__tot_clr_oth_wpn_aslt",23,"bucks_county","other weapon assault","Cleared Cases",-42.5,"violent"
"5991",2013,"yearly__tot_clr_oth_wpn_aslt",35,"bucks_county","other weapon assault","Cleared Cases",-12.5,"violent"
"6001",2014,"yearly__tot_clr_oth_wpn_aslt",20,"bucks_county","other weapon assault","Cleared Cases",-50,"violent"
"6101",2009,"yearly__tot_clr_hndft_aslt",168,"bucks_county","hndft assault","Cleared Cases",0,"violent"
"6111",2010,"yearly__tot_clr_hndft_aslt",109,"bucks_county","hndft assault","Cleared Cases",-35.1190476190476,"violent"
"6121",2011,"yearly__tot_clr_hndft_aslt",100,"bucks_county","hndft assault","Cleared Cases",-40.4761904761905,"violent"
"6131",2012,"yearly__tot_clr_hndft_aslt",102,"bucks_county","hndft assault","Cleared Cases",-39.2857142857143,"violent"
"6141",2013,"yearly__tot_clr_hndft_aslt",77,"bucks_county","hndft assault","Cleared Cases",-54.1666666666667,"violent"
"6151",2014,"yearly__tot_clr_hndft_aslt",96,"bucks_county","hndft assault","Cleared Cases",-42.8571428571429,"violent"
"6251",2009,"yearly__tot_clr_simple_aslt",636,"bucks_county","simple assault","Cleared Cases",0,"violent"
"6261",2010,"yearly__tot_clr_simple_aslt",676,"bucks_county","simple assault","Cleared Cases",6.28930817610063,"violent"
"6271",2011,"yearly__tot_clr_simple_aslt",577,"bucks_county","simple assault","Cleared Cases",-9.27672955974843,"violent"
"6281",2012,"yearly__tot_clr_simple_aslt",605,"bucks_county","simple assault","Cleared Cases",-4.87421383647799,"violent"
"6291",2013,"yearly__tot_clr_simple_aslt",533,"bucks_county","simple assault","Cleared Cases",-16.1949685534591,"violent"
"6301",2014,"yearly__tot_clr_simple_aslt",662,"bucks_county","simple assault","Cleared Cases",4.08805031446542,"violent"
"6401",2009,"yearly_tot_clr_brglry__totl",169,"bucks_county","burglary1","Cleared Cases",0,"property"
"6411",2010,"yearly_tot_clr_brglry__totl",200,"bucks_county","burglary1","Cleared Cases",18.3431952662722,"property"
"6421",2011,"yearly_tot_clr_brglry__totl",195,"bucks_county","burglary1","Cleared Cases",15.3846153846154,"property"
"6431",2012,"yearly_tot_clr_brglry__totl",257,"bucks_county","burglary1","Cleared Cases",52.0710059171598,"property"
"6441",2013,"yearly_tot_clr_brglry__totl",190,"bucks_county","burglary1","Cleared Cases",12.4260355029586,"property"
"6451",2014,"yearly_tot_clr_brglry__totl",131,"bucks_county","burglary1","Cleared Cases",-22.4852071005917,"property"
"6551",2009,"yearly__tot_clr_forc_entry",139,"bucks_county","forcible entry","Cleared Cases",0,"property"
"6561",2010,"yearly__tot_clr_forc_entry",154,"bucks_county","forcible entry","Cleared Cases",10.7913669064748,"property"
"6571",2011,"yearly__tot_clr_forc_entry",152,"bucks_county","forcible entry","Cleared Cases",9.35251798561152,"property"
"6581",2012,"yearly__tot_clr_forc_entry",223,"bucks_county","forcible entry","Cleared Cases",60.431654676259,"property"
"6591",2013,"yearly__tot_clr_forc_entry",134,"bucks_county","forcible entry","Cleared Cases",-3.59712230215827,"property"
"6601",2014,"yearly__tot_clr_forc_entry",112,"bucks_county","forcible entry","Cleared Cases",-19.4244604316547,"property"
"6701",2009,"yearly__tot_clr_entrno_frc",56,"bucks_county","Non-forcible entry","Cleared Cases",0,"property"
"6711",2010,"yearly__tot_clr_entrno_frc",72,"bucks_county","Non-forcible entry","Cleared Cases",28.5714285714286,"property"
"6721",2011,"yearly__tot_clr_entrno_frc",62,"bucks_county","Non-forcible entry","Cleared Cases",10.7142857142857,"property"
"6731",2012,"yearly__tot_clr_entrno_frc",70,"bucks_county","Non-forcible entry","Cleared Cases",25,"property"
"6741",2013,"yearly__tot_clr_entrno_frc",71,"bucks_county","Non-forcible entry","Cleared Cases",26.7857142857143,"property"
"6751",2014,"yearly__tot_clr_entrno_frc",44,"bucks_county","Non-forcible entry","Cleared Cases",-21.4285714285714,"property"
"6851",2009,"yearly__tot_clr_att_burglry",21,"bucks_county","attempted burglary","Cleared Cases",0,"property"
"6861",2010,"yearly__tot_clr_att_burglry",19,"bucks_county","attempted burglary","Cleared Cases",-9.52380952380952,"property"
"6871",2011,"yearly__tot_clr_att_burglry",19,"bucks_county","attempted burglary","Cleared Cases",-9.52380952380952,"property"
"6881",2012,"yearly__tot_clr_att_burglry",42,"bucks_county","attempted burglary","Cleared Cases",100,"property"
"6891",2013,"yearly__tot_clr_att_burglry",16,"bucks_county","attempted burglary","Cleared Cases",-23.8095238095238,"property"
"6901",2014,"yearly__tot_clr_att_burglry",18,"bucks_county","attempted burglary","Cleared Cases",-14.2857142857143,"property"
"7001",2009,"yearly_tot_clr_larcny__totl",1517,"bucks_county","larceny","Cleared Cases",0,"property"
"7011",2010,"yearly_tot_clr_larcny__totl",1240,"bucks_county","larceny","Cleared Cases",-18.2597231377719,"property"
"7021",2011,"yearly_tot_clr_larcny__totl",1119,"bucks_county","larceny","Cleared Cases",-26.2359920896506,"property"
"7031",2012,"yearly_tot_clr_larcny__totl",1271,"bucks_county","larceny","Cleared Cases",-16.2162162162162,"property"
"7041",2013,"yearly_tot_clr_larcny__totl",1130,"bucks_county","larceny","Cleared Cases",-25.5108767303889,"property"
"7051",2014,"yearly_tot_clr_larcny__totl",1100,"bucks_county","larceny","Cleared Cases",-27.4884640738299,"property"
"7151",2009,"yearly_ot_clr_vhc_thft__tot",45,"bucks_county","motor motor vehicle theft","Cleared Cases",0,"property"
"7161",2010,"yearly_ot_clr_vhc_thft__tot",50,"bucks_county","motor motor vehicle theft","Cleared Cases",11.1111111111111,"property"
"7171",2011,"yearly_ot_clr_vhc_thft__tot",49,"bucks_county","motor motor vehicle theft","Cleared Cases",8.88888888888888,"property"
"7181",2012,"yearly_ot_clr_vhc_thft__tot",66,"bucks_county","motor motor vehicle theft","Cleared Cases",46.6666666666667,"property"
"7191",2013,"yearly_ot_clr_vhc_thft__tot",51,"bucks_county","motor motor vehicle theft","Cleared Cases",13.3333333333333,"property"
"7201",2014,"yearly_ot_clr_vhc_thft__tot",40,"bucks_county","motor motor vehicle theft","Cleared Cases",-11.1111111111111,"property"
"7301",2009,"yearly__tot_clr_auto_theft",64,"bucks_county","auto theft","Cleared Cases",0,"property"
"7311",2010,"yearly__tot_clr_auto_theft",59,"bucks_county","auto theft","Cleared Cases",-7.8125,"property"
"7321",2011,"yearly__tot_clr_auto_theft",60,"bucks_county","auto theft","Cleared Cases",-6.25,"property"
"7331",2012,"yearly__tot_clr_auto_theft",72,"bucks_county","auto theft","Cleared Cases",12.5,"property"
"7341",2013,"yearly__tot_clr_auto_theft",49,"bucks_county","auto theft","Cleared Cases",-23.4375,"property"
"7351",2014,"yearly__tot_clr_auto_theft",58,"bucks_county","auto theft","Cleared Cases",-9.375,"property"
"7451",2009,"yearly_tot_clr_trckbs_thft",3,"bucks_county","Theft from truck or bus","Cleared Cases",0,"property"
"7461",2010,"yearly_tot_clr_trckbs_thft",2,"bucks_county","Theft from truck or bus","Cleared Cases",-33.3333333333333,"property"
"7471",2011,"yearly_tot_clr_trckbs_thft",4,"bucks_county","Theft from truck or bus","Cleared Cases",33.3333333333333,"property"
"7481",2012,"yearly_tot_clr_trckbs_thft",4,"bucks_county","Theft from truck or bus","Cleared Cases",33.3333333333333,"property"
"7491",2013,"yearly_tot_clr_trckbs_thft",4,"bucks_county","Theft from truck or bus","Cleared Cases",33.3333333333333,"property"
"7501",2014,"yearly_tot_clr_trckbs_thft",2,"bucks_county","Theft from truck or bus","Cleared Cases",-33.3333333333333,"property"
"7601",2009,"yearly_tot_clr_oth_vhc_thft",6,"bucks_county","other motor vehicle theft","Cleared Cases",0,"property"
"7611",2010,"yearly_tot_clr_oth_vhc_thft",12,"bucks_county","other motor vehicle theft","Cleared Cases",100,"property"
"7621",2011,"yearly_tot_clr_oth_vhc_thft",8,"bucks_county","other motor vehicle theft","Cleared Cases",33.3333333333333,"property"
"7631",2012,"yearly_tot_clr_oth_vhc_thft",8,"bucks_county","other motor vehicle theft","Cleared Cases",33.3333333333333,"property"
"7641",2013,"yearly_tot_clr_oth_vhc_thft",12,"bucks_county","other motor vehicle theft","Cleared Cases",100,"property"
"7651",2014,"yearly_tot_clr_oth_vhc_thft",6,"bucks_county","other motor vehicle theft","Cleared Cases",0,"property"
"7751",2009,"yearly__tot_clr_all_fields",4212,"bucks_county","all fields","Cleared Cases",0,"Total"
"7761",2010,"yearly__tot_clr_all_fields",3494,"bucks_county","all fields","Cleared Cases",-17.0465337132004,"Total"
"7771",2011,"yearly__tot_clr_all_fields",3367,"bucks_county","all fields","Cleared Cases",-20.0617283950617,"Total"
"7781",2012,"yearly__tot_clr_all_fields",3563,"bucks_county","all fields","Cleared Cases",-15.4083570750237,"Total"
"7791",2013,"yearly__tot_clr_all_fields",3135,"bucks_county","all fields","Cleared Cases",-25.5698005698006,"Total"
"7801",2014,"yearly__tot_clr_all_fields",3155,"bucks_county","all fields","Cleared Cases",-25.0949667616334,"Total"
"107",2009,"yearly_act_num_murder",664,"Pennsylvania","murder","Total Offenses",0,"violent"
"112",2010,"yearly_act_num_murder",654,"Pennsylvania","murder","Total Offenses",-1.50602409638554,"violent"
"122",2011,"yearly_act_num_murder",639,"Pennsylvania","murder","Total Offenses",-3.76506024096386,"violent"
"137",2012,"yearly_act_num_murder",706,"Pennsylvania","murder","Total Offenses",6.32530120481927,"violent"
"142",2013,"yearly_act_num_murder",611,"Pennsylvania","murder","Total Offenses",-7.98192771084337,"violent"
"152",2014,"yearly_act_num_murder",608,"Pennsylvania","murder","Total Offenses",-8.43373493975904,"violent"
"257",2009,"yearly_act_num_manslghtr",34,"Pennsylvania","manslaughter","Total Offenses",0,"violent"
"262",2010,"yearly_act_num_manslghtr",19,"Pennsylvania","manslaughter","Total Offenses",-44.1176470588235,"violent"
"272",2011,"yearly_act_num_manslghtr",17,"Pennsylvania","manslaughter","Total Offenses",-50,"violent"
"287",2012,"yearly_act_num_manslghtr",19,"Pennsylvania","manslaughter","Total Offenses",-44.1176470588235,"violent"
"292",2013,"yearly_act_num_manslghtr",19,"Pennsylvania","manslaughter","Total Offenses",-44.1176470588235,"violent"
"302",2014,"yearly_act_num_manslghtr",19,"Pennsylvania","manslaughter","Total Offenses",-44.1176470588235,"violent"
"407",2009,"yearly_act_num_rape__totl",3602,"Pennsylvania","total rape","Total Offenses",0,"violent"
"412",2010,"yearly_act_num_rape__totl",3449,"Pennsylvania","total rape","Total Offenses",-4.24764019988895,"violent"
"422",2011,"yearly_act_num_rape__totl",3312,"Pennsylvania","total rape","Total Offenses",-8.05108273181566,"violent"
"437",2012,"yearly_act_num_rape__totl",3360,"Pennsylvania","total rape","Total Offenses",-6.71848972792893,"violent"
"442",2013,"yearly_act_num_rape__totl",3755,"Pennsylvania","total rape","Total Offenses",4.24764019988895,"violent"
"452",2014,"yearly_act_num_rape__totl",3826,"Pennsylvania","total rape","Total Offenses",6.2187673514714,"violent"
"557",2009,"yearly_act_num_forc_rape",3232,"Pennsylvania","forcible rape","Total Offenses",0,"violent"
"562",2010,"yearly_act_num_forc_rape",3017,"Pennsylvania","forcible rape","Total Offenses",-6.65222772277227,"violent"
"572",2011,"yearly_act_num_forc_rape",2938,"Pennsylvania","forcible rape","Total Offenses",-9.09653465346535,"violent"
"587",2012,"yearly_act_num_forc_rape",2962,"Pennsylvania","forcible rape","Total Offenses",-8.35396039603961,"violent"
"592",2013,"yearly_act_num_forc_rape",3326,"Pennsylvania","forcible rape","Total Offenses",2.90841584158417,"violent"
"602",2014,"yearly_act_num_forc_rape",3367,"Pennsylvania","forcible rape","Total Offenses",4.1769801980198,"violent"
"707",2009,"yearly_act_num_atmptd_rape",264,"Pennsylvania","attempted rape","Total Offenses",0,"violent"
"712",2010,"yearly_act_num_atmptd_rape",303,"Pennsylvania","attempted rape","Total Offenses",14.7727272727273,"violent"
"722",2011,"yearly_act_num_atmptd_rape",255,"Pennsylvania","attempted rape","Total Offenses",-3.40909090909091,"violent"
"737",2012,"yearly_act_num_atmptd_rape",267,"Pennsylvania","attempted rape","Total Offenses",1.13636363636365,"violent"
"742",2013,"yearly_act_num_atmptd_rape",304,"Pennsylvania","attempted rape","Total Offenses",15.1515151515152,"violent"
"752",2014,"yearly_act_num_atmptd_rape",291,"Pennsylvania","attempted rape","Total Offenses",10.2272727272727,"violent"
"852",2009,"yearly_act_num_robbry__totl",11374,"Pennsylvania","total robbery","Total Offenses",0,"violent"
"862",2010,"yearly_act_num_robbry__totl",10569,"Pennsylvania","total robbery","Total Offenses",-7.07754527870582,"violent"
"872",2011,"yearly_act_num_robbry__totl",10164,"Pennsylvania","total robbery","Total Offenses",-10.6382978723404,"violent"
"882",2012,"yearly_act_num_robbry__totl",10234,"Pennsylvania","total robbery","Total Offenses",-10.022859152453,"violent"
"892",2013,"yearly_act_num_robbry__totl",9472,"Pennsylvania","total robbery","Total Offenses",-16.7223492175136,"violent"
"902",2014,"yearly_act_num_robbry__totl",8692,"Pennsylvania","total robbery","Total Offenses",-23.5800949534025,"violent"
"1002",2009,"yearly_act_num_gun_robbery",4777,"Pennsylvania","gun robbery","Total Offenses",0,"violent"
"1012",2010,"yearly_act_num_gun_robbery",4261,"Pennsylvania","gun robbery","Total Offenses",-10.8017584257902,"violent"
"1022",2011,"yearly_act_num_gun_robbery",4164,"Pennsylvania","gun robbery","Total Offenses",-12.8323215407159,"violent"
"1032",2012,"yearly_act_num_gun_robbery",4191,"Pennsylvania","gun robbery","Total Offenses",-12.2671132509943,"violent"
"1042",2013,"yearly_act_num_gun_robbery",3804,"Pennsylvania","gun robbery","Total Offenses",-20.368432070337,"violent"
"1052",2014,"yearly_act_num_gun_robbery",3601,"Pennsylvania","gun robbery","Total Offenses",-24.6179610634289,"violent"
"1152",2009,"yearly_act_num_knife_robry",733,"Pennsylvania","knife robbery","Total Offenses",0,"violent"
"1162",2010,"yearly_act_num_knife_robry",724,"Pennsylvania","knife robbery","Total Offenses",-1.22783083219645,"violent"
"1172",2011,"yearly_act_num_knife_robry",733,"Pennsylvania","knife robbery","Total Offenses",0,"violent"
"1182",2012,"yearly_act_num_knife_robry",723,"Pennsylvania","knife robbery","Total Offenses",-1.36425648021828,"violent"
"1192",2013,"yearly_act_num_knife_robry",628,"Pennsylvania","knife robbery","Total Offenses",-14.3246930422919,"violent"
"1202",2014,"yearly_act_num_knife_robry",622,"Pennsylvania","knife robbery","Total Offenses",-15.1432469304229,"violent"
"1302",2009,"yearly_act_num_oth_wpn_rob",692,"Pennsylvania","other weapon robbery","Total Offenses",0,"violent"
"1312",2010,"yearly_act_num_oth_wpn_rob",681,"Pennsylvania","other weapon robbery","Total Offenses",-1.58959537572254,"violent"
"1322",2011,"yearly_act_num_oth_wpn_rob",615,"Pennsylvania","other weapon robbery","Total Offenses",-11.1271676300578,"violent"
"1332",2012,"yearly_act_num_oth_wpn_rob",661,"Pennsylvania","other weapon robbery","Total Offenses",-4.47976878612717,"violent"
"1342",2013,"yearly_act_num_oth_wpn_rob",623,"Pennsylvania","other weapon robbery","Total Offenses",-9.97109826589595,"violent"
"1352",2014,"yearly_act_num_oth_wpn_rob",539,"Pennsylvania","other weapon robbery","Total Offenses",-22.1098265895954,"violent"
"1452",2009,"yearly_act_num_str_arm_rob",5172,"Pennsylvania","Strong Arm robbery","Total Offenses",0,"violent"
"1462",2010,"yearly_act_num_str_arm_rob",4903,"Pennsylvania","Strong Arm robbery","Total Offenses",-5.20108275328693,"violent"
"1472",2011,"yearly_act_num_str_arm_rob",4652,"Pennsylvania","Strong Arm robbery","Total Offenses",-10.0541376643465,"violent"
"1482",2012,"yearly_act_num_str_arm_rob",4659,"Pennsylvania","Strong Arm robbery","Total Offenses",-9.91879350348028,"violent"
"1492",2013,"yearly_act_num_str_arm_rob",4417,"Pennsylvania","Strong Arm robbery","Total Offenses",-14.5978344934261,"violent"
"1502",2014,"yearly_act_num_str_arm_rob",3930,"Pennsylvania","Strong Arm robbery","Total Offenses",-24.0139211136891,"violent"
"1602",2009,"yearly_act_num_asslt__total",75054,"Pennsylvania","total assault","Total Offenses",0,"violent"
"1612",2010,"yearly_act_num_asslt__total",75961,"Pennsylvania","total assault","Total Offenses",1.20846323980068,"violent"
"1622",2011,"yearly_act_num_asslt__total",75426,"Pennsylvania","total assault","Total Offenses",0.495643136941393,"violent"
"1632",2012,"yearly_act_num_asslt__total",75787,"Pennsylvania","total assault","Total Offenses",0.976630159618419,"violent"
"1642",2013,"yearly_act_num_asslt__total",69974,"Pennsylvania","total assault","Total Offenses",-6.76846004210302,"violent"
"1652",2014,"yearly_act_num_asslt__total",67877,"Pennsylvania","total assault","Total Offenses",-9.56244837050657,"violent"
"1752",2009,"yearly_act_num_gun_assault",3392,"Pennsylvania","gun assault","Total Offenses",0,"violent"
"1762",2010,"yearly_act_num_gun_assault",3379,"Pennsylvania","gun assault","Total Offenses",-0.38325471698113,"violent"
"1772",2011,"yearly_act_num_gun_assault",3175,"Pennsylvania","gun assault","Total Offenses",-6.39740566037735,"violent"
"1782",2012,"yearly_act_num_gun_assault",3521,"Pennsylvania","gun assault","Total Offenses",3.80306603773586,"violent"
"1792",2013,"yearly_act_num_gun_assault",3213,"Pennsylvania","gun assault","Total Offenses",-5.27712264150944,"violent"
"1802",2014,"yearly_act_num_gun_assault",3110,"Pennsylvania","gun assault","Total Offenses",-8.31367924528302,"violent"
"1902",2009,"yearly_act_num_knife_asslt",2649,"Pennsylvania","knife assault","Total Offenses",0,"violent"
"1912",2010,"yearly_act_num_knife_asslt",2617,"Pennsylvania","knife assault","Total Offenses",-1.20800302000755,"violent"
"1922",2011,"yearly_act_num_knife_asslt",2659,"Pennsylvania","knife assault","Total Offenses",0.377500943752351,"violent"
"1932",2012,"yearly_act_num_knife_asslt",2632,"Pennsylvania","knife assault","Total Offenses",-0.641751604379015,"violent"
"1942",2013,"yearly_act_num_knife_asslt",2294,"Pennsylvania","knife assault","Total Offenses",-13.4012835032088,"violent"
"1952",2014,"yearly_act_num_knife_asslt",2319,"Pennsylvania","knife assault","Total Offenses",-12.4575311438279,"violent"
"2052",2009,"yearly_act__oth_wpn_asslt",4469,"Pennsylvania","other weapon assault","Total Offenses",0,"violent"
"2062",2010,"yearly_act__oth_wpn_asslt",4425,"Pennsylvania","other weapon assault","Total Offenses",-0.984560304318638,"violent"
"2072",2011,"yearly_act__oth_wpn_asslt",4127,"Pennsylvania","other weapon assault","Total Offenses",-7.65271872902216,"violent"
"2082",2012,"yearly_act__oth_wpn_asslt",4029,"Pennsylvania","other weapon assault","Total Offenses",-9.84560304318639,"violent"
"2092",2013,"yearly_act__oth_wpn_asslt",3704,"Pennsylvania","other weapon assault","Total Offenses",-17.1179234728127,"violent"
"2102",2014,"yearly_act__oth_wpn_asslt",3343,"Pennsylvania","other weapon assault","Total Offenses",-25.1957932423361,"violent"
"2202",2009,"yearly_act__hndfeet_aslt",7378,"Pennsylvania","hndft assault","Total Offenses",0,"violent"
"2212",2010,"yearly_act__hndfeet_aslt",7145,"Pennsylvania","hndft assault","Total Offenses",-3.15803740851179,"violent"
"2222",2011,"yearly_act__hndfeet_aslt",7466,"Pennsylvania","hndft assault","Total Offenses",1.19273515857956,"violent"
"2232",2012,"yearly_act__hndfeet_aslt",7334,"Pennsylvania","hndft assault","Total Offenses",-0.59636757928978,"violent"
"2242",2013,"yearly_act__hndfeet_aslt",6780,"Pennsylvania","hndft assault","Total Offenses",-8.10517755489293,"violent"
"2252",2014,"yearly_act__hndfeet_aslt",6268,"Pennsylvania","hndft assault","Total Offenses",-15.0447275684467,"violent"
"2352",2009,"yearly_act__simple_asslt",83708,"Pennsylvania","simple assault","Total Offenses",0,"violent"
"2362",2010,"yearly_act__simple_asslt",85981,"Pennsylvania","simple assault","Total Offenses",2.71539159936924,"violent"
"2372",2011,"yearly_act__simple_asslt",86008,"Pennsylvania","simple assault","Total Offenses",2.74764658097195,"violent"
"2382",2012,"yearly_act__simple_asslt",84589,"Pennsylvania","simple assault","Total Offenses",1.05246810340709,"violent"
"2392",2013,"yearly_act__simple_asslt",79390,"Pennsylvania","simple assault","Total Offenses",-5.15840779853778,"violent"
"2402",2014,"yearly_act__simple_asslt",78523,"Pennsylvania","simple assault","Total Offenses",-6.19415109666938,"violent"
"2502",2009,"yearly_act__burglary__totl",34386,"Pennsylvania","burglary1","Total Offenses",0,"property"
"2512",2010,"yearly_act__burglary__totl",35444,"Pennsylvania","burglary1","Total Offenses",3.07683359506776,"property"
"2522",2011,"yearly_act__burglary__totl",36343,"Pennsylvania","burglary1","Total Offenses",5.69126970278602,"property"
"2532",2012,"yearly_act__burglary__totl",37210,"Pennsylvania","burglary1","Total Offenses",8.21264468097482,"property"
"2542",2013,"yearly_act__burglary__totl",34145,"Pennsylvania","burglary1","Total Offenses",-0.700866631768748,"property"
"2552",2014,"yearly_act__burglary__totl",29862,"Pennsylvania","burglary1","Total Offenses",-13.1565171872274,"property"
"2652",2009,"yearly_act__force_entry",30435,"Pennsylvania","forcible entry","Total Offenses",0,"property"
"2662",2010,"yearly_act__force_entry",31283,"Pennsylvania","forcible entry","Total Offenses",2.78626581238706,"property"
"2672",2011,"yearly_act__force_entry",32800,"Pennsylvania","forcible entry","Total Offenses",7.77065878100871,"property"
"2682",2012,"yearly_act__force_entry",32248,"Pennsylvania","forcible entry","Total Offenses",5.95695745030393,"property"
"2692",2013,"yearly_act__force_entry",28994,"Pennsylvania","forcible entry","Total Offenses",-4.7346804665681,"property"
"2702",2014,"yearly_act__force_entry",25234,"Pennsylvania","forcible entry","Total Offenses",-17.0888779365862,"property"
"2802",2009,"yearly_act__entryno_forc",12266,"Pennsylvania","Non-forcible entry","Total Offenses",0,"property"
"2812",2010,"yearly_act__entryno_forc",12208,"Pennsylvania","Non-forcible entry","Total Offenses",-0.472851785423123,"property"
"2822",2011,"yearly_act__entryno_forc",12277,"Pennsylvania","Non-forcible entry","Total Offenses",0.0896787868905902,"property"
"2832",2012,"yearly_act__entryno_forc",12822,"Pennsylvania","Non-forcible entry","Total Offenses",4.53285504646992,"property"
"2842",2013,"yearly_act__entryno_forc",11868,"Pennsylvania","Non-forcible entry","Total Offenses",-3.24474156204142,"property"
"2852",2014,"yearly_act__entryno_forc",10483,"Pennsylvania","Non-forcible entry","Total Offenses",-14.5361160932659,"property"
"2952",2009,"yearly_act__att_burglary",4755,"Pennsylvania","attempted burglary","Total Offenses",0,"property"
"2962",2010,"yearly_act__att_burglary",4753,"Pennsylvania","attempted burglary","Total Offenses",-0.0420609884332235,"property"
"2972",2011,"yearly_act__att_burglary",5004,"Pennsylvania","attempted burglary","Total Offenses",5.23659305993691,"property"
"2982",2012,"yearly_act__att_burglary",4991,"Pennsylvania","attempted burglary","Total Offenses",4.96319663512093,"property"
