"","ASR_ID","CONTENTS","STATE","ORI","GROUP","DIV","AGHEADER","YEAR","MSA","COUNTY","SEQNO","SUB","CORE","COVBY","POP","AGENCY","STNAME","MONTH","MOHEADER","BREAK","AREO","ZERO","DTLASTUP","DTPRUP1","DTPRUP2","JUVDISP","JDHANDDP","JDREFJC","JDREFWA","JDREFOPA","JDREFCC","OFFENSE","OCCUR","M0_9","M10_12","M13_14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25_29","M30_34","M35_39","M40_44","M45_49","M50_54","M55_59","M60_64","M65","F0_9","F10_12","F13_14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25_29","F30_34","F35_39","F40_44","F45_49","F50_54","F55_59","F60_64","F65","AW","AB","AI","AA","JW","JB","JI","JA","AH","AN","JH","JN"
"936233","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","4","Month header present","3","3","Not used","72403","0","0","3","0","20","0","0","34","23","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936234","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","4","Month header present","3","3","Not used","72403","0","0","3","0","20","0","0","34","24","16","0","0","0","1","0","0","1","1","3","0","2","1","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","2","0","0","0","0","0","0","17","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936235","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","4","Month header present","3","3","Not used","72403","0","0","3","0","20","0","0","34","26","17","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","2","0","3","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","12","2","0","1","3","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936236","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","4","Month header present","3","3","Not used","72403","0","0","3","0","20","0","0","34","28","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936237","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","04","8","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","2","1","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936238","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","05","11","0","0","2","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3","0","0","5","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936239","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","06","23","0","0","0","0","2","2","2","2","1","1","1","1","1","1","0","1","0","3","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","0","0","11","9","0","0","8","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936240","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","07","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936241","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","08","15","0","0","0","0","0","0","2","1","1","0","1","0","0","4","1","0","2","1","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","14","1","0","0","4","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936242","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936243","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","2","5","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936244","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","14","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936245","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","15","7","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","2","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936246","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936247","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","18","21","0","0","0","0","2","2","2","2","1","0","1","0","2","4","3","3","1","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","9","16","0","0","5","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936248","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","180","10","0","0","0","0","0","1","0","0","0","0","1","0","0","1","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936249","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","18A","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936250","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","18B","5","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936251","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","18D","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936252","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","185","17","0","0","0","0","2","1","2","2","1","0","0","0","2","3","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","7","9","0","0","4","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936253","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","18E","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936254","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","18F","16","0","0","0","0","2","1","2","2","1","0","0","0","2","2","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","7","7","0","0","4","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936255","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","21","11","0","0","0","0","0","0","0","0","0","0","2","0","0","3","2","3","0","1","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","17","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936256","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","22","8","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","3","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936257","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","23","11","0","0","0","0","0","0","0","0","1","1","1","0","0","3","0","1","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936258","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","24","15","0","0","0","0","0","0","0","1","2","0","0","0","0","4","1","1","2","2","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","13","4","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936259","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","26","13","0","1","0","0","0","0","1","1","2","0","0","0","2","7","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","17","3","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936260","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","5","Month header present","3","3","Not used","81203","0","0","3","0","44","0","0","3","28","8","0","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936261","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","03","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936262","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","04","9","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","1","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936263","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","05","12","0","0","0","1","1","3","1","1","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","4","0","0","0","5","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936264","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","06","27","0","1","2","0","1","1","0","3","0","0","2","1","1","1","0","1","2","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","3","0","0","2","2","2","1","0","0","0","0","0","20","4","0","2","5","1","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936265","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","07","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936266","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","08","18","0","0","3","1","0","0","0","0","1","1","0","0","1","0","2","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","10","2","0","0","4","1","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936267","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","11","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936268","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","13","5","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936269","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","14","6","0","0","0","0","0","1","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936270","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","15","4","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936271","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","17","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","1","1","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936272","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","18","12","0","0","0","1","0","0","1","1","0","0","1","0","0","0","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","10","7","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936273","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","180","8","0","0","0","0","0","0","1","0","0","0","1","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936274","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","18A","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936275","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","18B","6","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936276","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","185","7","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","6","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936277","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","18E","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936278","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","18F","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936279","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","21","12","0","0","0","0","0","0","1","0","0","1","0","1","0","1","2","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936280","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","22","15","0","0","0","1","0","2","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","12","2","0","0","6","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936281","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","23","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","7","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936282","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","24","17","0","1","1","0","0","2","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","3","2","0","1","0","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","4","0","0","8","2","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936283","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","26","16","0","0","0","1","0","0","0","1","1","0","1","1","0","4","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","17","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"936284","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2003","660","9","4566","Suburban","N","Not covered by","58818","BENSALEM TOWNSHIP","PA","6","Month header present","3","3","Not used","81803","0","0","3","0","22","0","0","26","28","6","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
