"","ASR_ID","CONTENTS","STATE","ORI","GROUP","DIV","AGHEADER","YEAR","MSA","COUNTY","SEQNO","SUB","CORE","COVBY","POP","AGENCY","STNAME","MONTH","MOHEADER","BREAK","AREO","ZERO","DTLASTUP","DTPRUP1","DTPRUP2","JUVDISP","JDHANDDP","JDREFJC","JDREFWA","JDREFOPA","JDREFCC","OFFENSE","OCCUR","M0_9","M10_12","M13_14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25_29","M30_34","M35_39","M40_44","M45_49","M50_54","M55_59","M60_64","M65","F0_9","F10_12","F13_14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25_29","F30_34","F35_39","F40_44","F45_49","F50_54","F55_59","F60_64","F65","AW","AB","AI","AA","JW","JB","JI","JA","AH","AN","JH","JN"
"891663","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","1","Month header present","3","3","Not used","82100","0","0","3","0","10","0","0","27","26","22","0","1","2","1","0","2","1","2","0","0","0","0","0","2","1","2","0","1","0","0","0","1","0","0","1","2","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","11","1","0","1","11","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891664","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","03","6","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891665","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","04","3","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891666","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","05","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891667","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","06","16","0","0","0","1","0","1","1","1","0","0","1","2","0","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","17","2","0","0","0","2","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891668","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","08","11","0","0","0","0","0","0","0","1","1","0","0","1","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","11","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891669","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","09","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891670","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","11","12","0","0","0","0","0","1","0","0","2","1","0","0","0","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","1","0","0","0","1","None/not reported","None/not reported","None/not reported","None/not reported"
"891671","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","13","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891672","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","15","6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891673","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","17","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891674","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","18","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891675","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","180","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891676","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","18A","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891677","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","185","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891678","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","18F","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891679","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891680","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","21","14","0","0","0","0","0","0","0","1","1","0","0","0","1","3","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","2","2","0","0","0","0","23","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891681","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","22","6","0","0","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","8","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891682","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","23","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891683","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","24","11","0","0","1","0","0","1","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","3","3","0","0","3","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891684","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","2","Month header present","3","3","Not used","82900","82100","0","3","3","5","0","0","18","26","15","0","0","2","2","1","1","0","0","0","0","0","0","0","2","0","6","3","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","11","3","0","0","8","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891685","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","03","7","0","0","0","0","0","0","0","4","0","4","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891686","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","05","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891687","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","06","17","0","0","1","0","2","0","1","0","0","2","0","2","0","4","0","2","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","3","1","1","0","0","0","0","0","0","13","2","0","1","6","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891688","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","07","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891689","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","08","11","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","6","1","0","0","2","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891690","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","10","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891691","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891692","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","13","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891693","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
"891694","ASR Master File","Detail record","Pennsylvania","PA00901","3","Middle Atlantic","Agency header present","2000","657","9","4566","Suburban","N","Not covered by","58434","BENSALEM TOWNSHIP","PA","3","Month header present","3","3","Not used","82100","0","0","3","0","8","0","0","19","18","14","0","0","0","0","0","2","4","1","1","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","4","0","0","0","None/not reported","None/not reported","None/not reported","None/not reported"
