"","year","region","offense_name","value","short_name","Type","crime_type","percent_change"
"270",2010,"PLUMSTEAD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"271",2010,"WARRINGTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"273",2010,"RICHLAND TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"274",2011,"SP: BUCKS COUNTY","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"275",2011,"BENSALEM TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"276",2011,"BRISTOL","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"277",2011,"BRISTOL TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",0
"279",2011,"FALLS TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"280",2011,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"281",2011,"LOWER SOUTHAMPTON TWP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"282",2011,"MIDDLETOWN TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"283",2011,"MORRISVILLE","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"285",2011,"NEWTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"286",2011,"NORTHAMPTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"287",2011,"PERKASIE","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"288",2011,"QUAKERTOWN","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"290",2011,"UPPER SOUTHAMPTON TWP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"291",2011,"WARMINSTER TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"292",2011,"DOYLESTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"293",2011,"HILLTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"296",2011,"PLUMSTEAD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"297",2011,"WARRINGTON TOWNSHIP","yearly_act_num_murder",2,"murder","Total Offenses","violent",NA
"299",2011,"RICHLAND TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"300",2012,"SP: BUCKS COUNTY","yearly_act_num_murder",2,"murder","Total Offenses","violent",NA
"301",2012,"BENSALEM TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"302",2012,"BRISTOL","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"303",2012,"BRISTOL TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"305",2012,"FALLS TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"306",2012,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"307",2012,"LOWER SOUTHAMPTON TWP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"308",2012,"MIDDLETOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"309",2012,"MORRISVILLE","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"310",2012,"NEWTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"311",2012,"NORTHAMPTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"312",2012,"PERKASIE","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"313",2012,"QUAKERTOWN","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"315",2012,"UPPER SOUTHAMPTON TWP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"316",2012,"WARMINSTER TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"318",2012,"DOYLESTOWN TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"319",2012,"HILLTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"321",2012,"PLUMSTEAD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"322",2012,"WARRINGTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"324",2012,"RICHLAND TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"325",2013,"SP: BUCKS COUNTY","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"326",2013,"BENSALEM TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"327",2013,"BRISTOL","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"328",2013,"BRISTOL TOWNSHIP","yearly_act_num_murder",2,"murder","Total Offenses","violent",100
"330",2013,"FALLS TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"331",2013,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"332",2013,"LOWER SOUTHAMPTON TWP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"333",2013,"MIDDLETOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"334",2013,"MORRISVILLE","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"336",2013,"NEWTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"337",2013,"NORTHAMPTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"338",2013,"PERKASIE","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"339",2013,"QUAKERTOWN","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"342",2013,"UPPER SOUTHAMPTON TWP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"343",2013,"WARMINSTER TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"344",2013,"DOYLESTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"345",2013,"HILLTOWN TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"347",2013,"PLUMSTEAD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"348",2013,"WARRINGTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"350",2013,"RICHLAND TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"351",2014,"SP: BUCKS COUNTY","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"352",2014,"BENSALEM TOWNSHIP","yearly_act_num_murder",2,"murder","Total Offenses","violent",NA
"353",2014,"BRISTOL","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"354",2014,"BRISTOL TOWNSHIP","yearly_act_num_murder",3,"murder","Total Offenses","violent",200
"355",2014,"FALLS TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"356",2014,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"357",2014,"LOWER SOUTHAMPTON TWP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"358",2014,"MIDDLETOWN TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",NA
"359",2014,"MORRISVILLE","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"360",2014,"NEWTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"361",2014,"NORTHAMPTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",-100
"362",2014,"PERKASIE","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"363",2014,"QUAKERTOWN","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"365",2014,"UPPER SOUTHAMPTON TWP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"366",2014,"WARMINSTER TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"368",2014,"DOYLESTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"369",2014,"HILLTOWN TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"370",2014,"PLUMSTEAD TOWNSHIP","yearly_act_num_murder",1,"murder","Total Offenses","violent",0
"371",2014,"WARRINGTON TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"372",2014,"RICHLAND TOWNSHIP","yearly_act_num_murder",0,"murder","Total Offenses","violent",NA
"594",2009,"SP: BUCKS COUNTY","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"595",2009,"BENSALEM TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"596",2009,"BRISTOL","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"597",2009,"BRISTOL TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"599",2009,"FALLS TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"600",2009,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"601",2009,"LOWER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"602",2009,"MIDDLETOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"603",2009,"MORRISVILLE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"605",2009,"NEWTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"606",2009,"NORTHAMPTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"607",2009,"PERKASIE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"608",2009,"QUAKERTOWN","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"611",2009,"UPPER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"612",2009,"WARMINSTER TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"613",2009,"DOYLESTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"614",2009,"HILLTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"616",2009,"PLUMSTEAD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"617",2009,"WARRINGTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"619",2009,"RICHLAND TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",0
"620",2010,"SP: BUCKS COUNTY","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"621",2010,"BENSALEM TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"622",2010,"BRISTOL","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"623",2010,"BRISTOL TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"625",2010,"FALLS TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"626",2010,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"627",2010,"LOWER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"628",2010,"MIDDLETOWN TOWNSHIP","yearly_act_num_manslghtr",1,"manslaughter","Total Offenses","violent",NA
"629",2010,"MORRISVILLE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"630",2010,"NEWTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"631",2010,"NORTHAMPTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"632",2010,"PERKASIE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"633",2010,"QUAKERTOWN","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"636",2010,"UPPER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"637",2010,"WARMINSTER TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"639",2010,"DOYLESTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"640",2010,"HILLTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"643",2010,"PLUMSTEAD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"644",2010,"WARRINGTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"646",2010,"RICHLAND TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"647",2011,"SP: BUCKS COUNTY","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"648",2011,"BENSALEM TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"649",2011,"BRISTOL","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"650",2011,"BRISTOL TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"652",2011,"FALLS TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"653",2011,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"654",2011,"LOWER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"655",2011,"MIDDLETOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"656",2011,"MORRISVILLE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"658",2011,"NEWTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"659",2011,"NORTHAMPTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"660",2011,"PERKASIE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"661",2011,"QUAKERTOWN","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"663",2011,"UPPER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"664",2011,"WARMINSTER TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"665",2011,"DOYLESTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"666",2011,"HILLTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"669",2011,"PLUMSTEAD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"670",2011,"WARRINGTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"672",2011,"RICHLAND TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"673",2012,"SP: BUCKS COUNTY","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"674",2012,"BENSALEM TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"675",2012,"BRISTOL","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"676",2012,"BRISTOL TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"678",2012,"FALLS TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"679",2012,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"680",2012,"LOWER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"681",2012,"MIDDLETOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"682",2012,"MORRISVILLE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"683",2012,"NEWTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"684",2012,"NORTHAMPTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"685",2012,"PERKASIE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"686",2012,"QUAKERTOWN","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"688",2012,"UPPER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"689",2012,"WARMINSTER TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"691",2012,"DOYLESTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"692",2012,"HILLTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"694",2012,"PLUMSTEAD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"695",2012,"WARRINGTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"697",2012,"RICHLAND TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"698",2013,"SP: BUCKS COUNTY","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"699",2013,"BENSALEM TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"700",2013,"BRISTOL","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"701",2013,"BRISTOL TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"703",2013,"FALLS TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"704",2013,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"705",2013,"LOWER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"706",2013,"MIDDLETOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"707",2013,"MORRISVILLE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"709",2013,"NEWTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"710",2013,"NORTHAMPTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"711",2013,"PERKASIE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"712",2013,"QUAKERTOWN","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"715",2013,"UPPER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"716",2013,"WARMINSTER TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"717",2013,"DOYLESTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"718",2013,"HILLTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"720",2013,"PLUMSTEAD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"721",2013,"WARRINGTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"723",2013,"RICHLAND TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"724",2014,"SP: BUCKS COUNTY","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"725",2014,"BENSALEM TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"726",2014,"BRISTOL","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"727",2014,"BRISTOL TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"728",2014,"FALLS TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"729",2014,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"730",2014,"LOWER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"731",2014,"MIDDLETOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"732",2014,"MORRISVILLE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"733",2014,"NEWTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"734",2014,"NORTHAMPTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"735",2014,"PERKASIE","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"736",2014,"QUAKERTOWN","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"738",2014,"UPPER SOUTHAMPTON TWP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"739",2014,"WARMINSTER TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"741",2014,"DOYLESTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"742",2014,"HILLTOWN TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"743",2014,"PLUMSTEAD TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"744",2014,"WARRINGTON TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"745",2014,"RICHLAND TOWNSHIP","yearly_act_num_manslghtr",0,"manslaughter","Total Offenses","violent",NA
"967",2009,"SP: BUCKS COUNTY","yearly_act_num_rape__totl",6,"total rape","Total Offenses","violent",0
"968",2009,"BENSALEM TOWNSHIP","yearly_act_num_rape__totl",6,"total rape","Total Offenses","violent",0
"969",2009,"BRISTOL","yearly_act_num_rape__totl",0,"total rape","Total Offenses","violent",0
"970",2009,"BRISTOL TOWNSHIP","yearly_act_num_rape__totl",17,"total rape","Total Offenses","violent",0
"972",2009,"FALLS TOWNSHIP","yearly_act_num_rape__totl",7,"total rape","Total Offenses","violent",0
"973",2009,"LOWER MAKEFIELD TOWNSHIP","yearly_act_num_rape__totl",0,"total rape","Total Offenses","violent",0
"974",2009,"LOWER SOUTHAMPTON TWP","yearly_act_num_rape__totl",3,"total rape","Total Offenses","violent",0
"975",2009,"MIDDLETOWN TOWNSHIP","yearly_act_num_rape__totl",3,"total rape","Total Offenses","violent",0
"976",2009,"MORRISVILLE","yearly_act_num_rape__totl",0,"total rape","Total Offenses","violent",0
"978",2009,"NEWTOWN TOWNSHIP","yearly_act_num_rape__totl",1,"total rape","Total Offenses","violent",0
"979",2009,"NORTHAMPTON TOWNSHIP","yearly_act_num_rape__totl",1,"total rape","Total Offenses","violent",0
"980",2009,"PERKASIE","yearly_act_num_rape__totl",1,"total rape","Total Offenses","violent",0
"981",2009,"QUAKERTOWN","yearly_act_num_rape__totl",3,"total rape","Total Offenses","violent",0
"984",2009,"UPPER SOUTHAMPTON TWP","yearly_act_num_rape__totl",1,"total rape","Total Offenses","violent",0
